Pair.Name,Ligand,Receptor,Dataset,Annotation,Location  Ligand,GO,References,Julia TRUE/FALSE/NA,Julia literature reference,Julia comment,checked,,,,,,,,,,,,,
Il23a-Il23r,Il23a,Il23r,Ramilowski,Not Expressed,Secreted,Interleukin,1.202.336.912.023.360,TRUE,PMID: 21377040,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il24-Il20ra,Il24,Il20ra,Ramilowski,Not Expressed,Secreted,Interleukin,1.297.448.111.706.020,TRUE,PMID: 21377040,Il20ra=Il20r1,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il24-Il20rb,Il24,Il20rb,Ramilowski,Not Expressed,Secreted,Interleukin,12974481,TRUE,PMID: 21377040,Il20rb=Il20r2,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il24-Il22ra1,Il24,Il22ra1,Ramilowski,Not Expressed,Secreted,Interleukin,12974481,TRUE,PMID: 21377040,Il22ra1=Il22r1,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il25-Il17rb,Il25,Il17rb,Ramilowski,Not Expressed,Secreted,Interleukin,1.105.859.711.058.590,TRUE,PMID: 21377040,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il27-Il27ra,Il27,Il27ra,Ramilowski,Not Expressed,Secreted,Interleukin,12121660,TRUE,PMID: 21377040,Il27ra=WSX-1,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il3-Csf2rb2,Il3,Csf2rb2,Ramilowski,Not Expressed,Secreted,Interleukin,117.000.469.278.420,TRUE,PMID: 21377040,Csf2rb2=Il3rb,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il3-Il3ra,Il3,Il3ra,Ramilowski,Not Expressed,Secreted,Interleukin,"11700046,,9278420, 8649415",TRUE,PMID: 21377040,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il31-Il31ra,Il31,Il31ra,Ramilowski,Not Expressed,Secreted,Interleukin,15184896,TRUE,PMID: 21377040,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il31-Osmr,Il31,Osmr,Ramilowski,Not Expressed,Secreted,Interleukin,15184896,TRUE,PMID: 21377040,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,,04.01,,,
Il4-Cd53,Il4,Cd53,Ramilowski,Not Expressed,Secreted,Interleukin,7963560,TRUE,,,,,,,,,,,,,20.01,,,
Il4-Il13ra1,Il4,Il13ra1,Ramilowski,Not Expressed,Secreted,Interleukin,NA,TRUE,PMID: 21377040,Il4ra and Il13ra build a Il13 receptor,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,04.01,,,
Il4-Il13ra2,Il4,Il13ra2,Ramilowski,Not Expressed,Secreted,Interleukin,9130652,FALSE,,"This subunit does not bind Il-4, Uniprot: Q14627",,,,,,,,,,,20.01,,,
Il4-Il2rg,Il4,Il2rg,Ramilowski,Not Expressed,Secreted,Interleukin,79.183.788.266.078,TRUE,11418623,Il2rg=Common gamma chain,,,,,,,,,,,20.01,,,
Il4-Il4ra,Il4,Il4ra,Ramilowski,Not Expressed,Secreted,Interleukin,791.837.811.786.020,TRUE,PMID: 21377040,Il4ra is a subunit of Type 1 Il-4R,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,04.01,,,
Il5-Csf2rb2,Il5,Csf2rb2,Ramilowski,Not Expressed,Secreted,Interleukin,11748263,TRUE,PMID: 21377040,Csf2rb2=Cd131,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,04.01,,,
Il5-Il5ra,Il5,Il5ra,Ramilowski,Not Expressed,Secreted,Interleukin,"11748263,,1732409, 7721873, 10880230",TRUE,PMID: 21377040,Il5ra=Il5R,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,04.01,,,
Il9-Il2rg,Il9,Il2rg,Ramilowski,Not Expressed,Secreted,Interleukin,9535918,TRUE,11418623,Il2rg=Common gamma chain,,,,,,,,,,,20.01,,,
Il9-Il9r,Il9,Il9r,Ramilowski,Not Expressed,Secreted,Interleukin,953.591.811.588.013,TRUE,PMID: 21377040,,,,,,"Look at table 1, if needed: there is sometimes more detailed information in the text",,,,,,04.01,,,
Inha-Acvr2a,Inha,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,12493742,TRUE,PMID: 12385827,Inha=Inhibin alpha chain,,,,,,,,,,,20.01,,,
Inha-Tgfbr3,Inha,Tgfbr3,Ramilowski,Not Expressed,Secreted,Cytokine,1.249.374.210.746.730,TRUE,PMID: 16621788,Tgfbr3=Betaglycan,,,,,,,,,,,20.01,,,
Inhba-Acvr1b,Inhba,Acvr1b,Ramilowski,Not Expressed,Secreted,Cytokine,81.675.688.397.373,TRUE,PMID: 22991378,Look at figure 1,,,,Acvr1b=Actr1b,,,,,,,20.01,,,
Inhbb-Acvr1,Inhbb,Acvr1,Ramilowski,Not Expressed,Secreted,Cytokine,11266516,TRUE,PMID: 22991378,Look at figure 1,,,,Acvr1=Actr1a,,,,,,,22.01,,,
Inhbb-Acvr1b,Inhbb,Acvr1b,Ramilowski,Not Expressed,Secreted,Cytokine,"11266516, 12032389, 15196700",TRUE,PMID: 22991378,Look at figure 1,,,,Acvr1b=Actr1b,,,,,,,20.01,,,
Inhbb-Acvr1c,Inhbb,Acvr1c,Ramilowski,Not Expressed,Secreted,Cytokine,15196700,TRUE,PMID: 22991378,Look at figure 1,,,,Acvr1c=Actr1c,,,,,,,22.01,,,
Inhbb-Acvr2a,Inhbb,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,1.246.619.011.266.510,TRUE,PMID: 22991378,Look at figure 1,,,,Acvr2a=Actr2a,,,,,,,20.01,,,
Inhbb-Acvr2b,Inhbb,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,9202237,TRUE,PMID: 22991378,Look at figure 1,,,,Acvr2b=Actr2b,,,,,,,20.01,,,
Inhbc-Acvr1,Inhbc,Acvr1,Ramilowski,Not Expressed,Secreted,Cytokine,12651901,TRUE,PMID: 22991378,I could not open the given link. The only thing I found about the function of inhbc is that it is part of a complex that may function in the inhibition of activin a ,,,,,,,,,,,,,22.01,
Inhbc-Acvr1b,Inhbc,Acvr1b,Ramilowski,Not Expressed,Secreted,Cytokine,12651901,TRUE,PMID: 22991378,I could not open the given link. The only thing I found about the function of inhbc is that it is part of a complex that may function in the inhibition of activin a ,,,,,,,,,,,,,22.01,
Inhbc-Acvr2a,Inhbc,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,12651901,TRUE,PMID: 22991378,I could not open the given link. The only thing I found about the function of inhbc is that it is part of a complex that may function in the inhibition of activin a ,,,,,,,,,,,,,22.01,
Inhbc-Acvr2b,Inhbc,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,12651901,TRUE,PMID: 22991378,I could not open the given link. The only thing I found about the function of inhbc is that it is part of a complex that may function in the inhibition of activin a ,,,,,,,,,,,,,22.01,
Ins2-Igf1r,Ins2,Igf1r,Ramilowski,Not Expressed,Secreted,Other,1851182,TRUE,,"Ins(2)=Insulin/Proinsulin, Igf1r=Igf1 receptor",,,,,,,,,,22.01,,,,
Ins2-Insr,Ins2,Insr,Ramilowski,Not Expressed,Secreted,Other,"2550426,,2550426",TRUE,,"Ins(2)=Insulin/Proinsulin, Insr=Insulin receptor",,,,,,,,,,22.01,,,,
Ins2-Lrp2,Ins2,Lrp2,Ramilowski,Not Expressed,Secreted,Other,9773776,TRUE,,"Lrp2=Megalin, Isn2=insulin",,,,,,,,,,22.01,,,,
Insl3-Rxfp2,Insl3,Rxfp2,Ramilowski,Not Expressed,Secreted,Other,"12114498,15649866, 20560146,12114498, 15649866",TRUE,,PMID: 20560146,,,Insl3=Insulin like 3,,,,,,,22.01,,,,
Insl5-Rxfp3,Insl5,Rxfp3,Ramilowski,Not Expressed,Secreted,Other,15525639,FALSE,,Rxfp3=GPCR135,,,,,,,,,,22.01,,,,
Insl5-Rxfp4,Insl5,Rxfp4,Ramilowski,Not Expressed,Secreted,Other,1.546.592.515.525.630,TRUE,,Rxfp4=GPCR142,,,,,,,,,,22.01,,,,
Itih2-Fcer1a,Itih2,Fcer1a,Ramilowski,Not Expressed,Secreted,Other,10917520,FALSE,,"I cant open the link, and I dont find anything else about it ",,,,,,,,,,22.01,,,,
Jag2-Notch1,Jag2,Notch1,Ramilowski,Not Expressed,Membrane,GrowthFactor,1.100.613.311.006.130,TRUE,PMID: 17611219,"Look at figure1, full text",,,,,,,,,,02.12,,,,
Jag2-Notch2,Jag2,Notch2,Ramilowski,Not Expressed,Membrane,GrowthFactor,10958687,TRUE,PMID: 17611219,"Look at figure1, full text",,,,,,,,,,02.12,,,,
Jag2-Notch3,Jag2,Notch3,Ramilowski,Not Expressed,Membrane,GrowthFactor,1.100.613.311.006.130,TRUE,PMID: 17611219,"Look at figure1, full text",,,,,,,,,,02.12,,,,
Kir3dl2-Gm8909,Kir3dl2,Gm8909,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,PMID: 16435885,"Look at the full paper, it sais: MCH1 are ligands of KIR receptors, Gm8909=MHC class 1 like protein, also string says that theres an interaction",,,,,,,,,,02.12,,,,
Klrk1-Ulbp1,Klrk1,Ulbp1,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 16621962,Klrk1=NKGD2,,,,,,,,,,02.12,,,,
Kiss1-Kiss1r,Kiss1,Kiss1r,Ramilowski,Not Expressed,Secreted,Other,"12944565, 11385580, 15665093,11385580, 11457843,11457843",TRUE,,"Kiss1=Kisspeptin, Kiss1r=GPCR54",,,,,,,,,,22.01,,,,
Kiss1-Mmp24,Kiss1,Mmp24,Ramilowski,Not Expressed,Secreted,Other,12879005,FALSE,,"Mmp24=Matrix Metallopeptidase 24, there is an interaction between kiss1 an mmps but not the subtype 24, also this would not be an interaction we are looking for",,,,,,,,,,22.01,,,,
L1cam-Cntn1,L1cam,Cntn1,Ramilowski,Not Expressed,Membrane,Other,7595520,FALSE,PMID: 23183391,"Look at full text, figure3",,It is a cis intercation,,,,,,,,02.12,,,,
Kng2-Bdkrb1,Kng2,Bdkrb1,Ramilowski,Not Expressed,Secreted,Other,"8063797,9111052, 10422787, 9313952",TRUE,,"Kng2=Bradykinin, Bdkrb1=Bradykin receptor B1",,,,,,,,,,22.01,,,,
Kng2-Bdkrb2,Kng2,Bdkrb2,Ramilowski,Not Expressed,Secreted,Other,"8063797,8302267, 9203620",TRUE,,"Kng2=Bradykinin, Bdkrb2=Bradykinin receptor B2",,,,,,,,,,22.01,,,,
Kng2-Gp1ba,Kng2,Gp1ba,Ramilowski,Not Expressed,Secreted,Other,9269768,TRUE,,"Kng2=Kininogen,binds to the GP Ib-IX-V complex",,,,,,,,,,22.01,,,,
Kng2-Gpr135,Kng2,Gpr135,Ramilowski,Not Expressed,Secreted,Other,"14530218, 1374385",FALSE,,,,,,,,,,,,22.01,,,,
Kng2-Rxfp4,Kng2,Rxfp4,Ramilowski,Not Expressed,Secreted,Other,14530218,TRUE,Rxfp4=Gpr100,,,,,,,,,,,22.01,,,,
Krtap4-7-Aqp1,Krtap4-7,Aqp1,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,I cant find anything,,,,,,,,,,,22.01,,,,
Krtap4-7-Catsper1,Krtap4-7,Catsper1,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
Krtap4-7-Cldn2,Krtap4-7,Cldn2,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
Krtap4-7-Cntfr,Krtap4-7,Cntfr,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
Krtap4-7-Lingo1,Krtap4-7,Lingo1,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
Krtap4-7-Pdgfrb,Krtap4-7,Pdgfrb,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
Krtap4-7-Plscr4,Krtap4-7,Plscr4,Ramilowski,Not Expressed,Other,Other,16189514,FALSE,,,,,,,,,,,,,,,,
L1cam-Erbb2,L1cam,Erbb2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,PMID: 22815787,They interact but I think it is a cis interaction,,,,,,,,,,02.12,,,,
Lama1-Nt5e,Lama1,Nt5e,Ramilowski,Not Expressed,ECM,Other,10470109,TRUE,PMID: 10470109,"Nt5e=CD73, Cd73 binds laminin, I dont know if it is exactly the alpha subunit though",,,,,,,,,,02.12,,,,
Lama1-Rpsa,Lama1,Rpsa,Ramilowski,Not Expressed,ECM,Other,2970671,TRUE,PMID: 18269348,"Rspa=67KDa Laminin receptor, binds laminin, I dont know if it exactly binds the alpha subunit",,,,,,,,,,02.12,,,,
Lama1-Tmprss6,Lama1,Tmprss6,Ramilowski,Not Expressed,ECM,Other,12149247,FALSE,,"Tmprss6=Serinprotease, cleavage of laminin 332",,,,,,,,,,02.12,,,,
Lama5-Bcam,Lama5,Bcam,Ramilowski,Not Expressed,ECM,Other,"12244066, 11133776",TRUE,PMID: 24655501,,,,,,,,,,,02.12,,,,
Lama3-Sdc2,Lama3,Sdc2,Ramilowski,Not Expressed,Secreted,Other,11373281,TRUE,,"Lama3=Laminin5 subunit alpha3, LG4 is a part of that subunnit. Sdc2 (Syndecan 2) binds LG4",,,,,,,,,,,,,,
Lefty2-Acvr2b,Lefty2,Acvr2b,Ramilowski,Not Expressed,ECM,Cytokine,11952836,FALSE,PMID: 16991118,"Lefty2 is TGFß4, Acvr2b is a TGFß receptor, but it is never mentioned that it binds TGFß4",,,,,,,,,,02.12,,,,
Lcn2-Lrp2,Lcn2,Lrp2,Ramilowski,Not Expressed,Secreted,Other,15670845,TRUE,,"Lrp2=Megalin, Lcn2=Neutrophil Gelatinase-Associated Lipocalin",,,,,,,,,,,,,,
Lcn3-Lmbr1l,Lcn3,Lmbr1l,Ramilowski,Not Expressed,Secreted,Other,11287427,FALSE,,"Lcn3=Lipocalin-3, Lmbrl1=Lipocalin-Interacting Membrane Receptor, Lmbrl1 only interacts with Lipocalin-1",,,,,,,,,,,,,,
Lin7c-Htr2c,Lin7c,Htr2c,Ramilowski,Not Expressed,Membrane,Other,12006486,FALSE,,Htr2c is a G-protein coupled receptor,,,,,,,,,,02.12,,,,
Lep-Lepr,Lep,Lepr,Ramilowski,Not Expressed,Secreted,GrowthFactor,"9463481,,8608603",TRUE,,,,,,,,,,,,,,,,
Lhb-Lhcgr,Lhb,Lhcgr,Ramilowski,Not Expressed,Secreted,Other,"3470775,12727981, 1922095,3470775",TRUE,,"Lhb=Lutropin Subunit Beta, Lhcgr=Luteinizing Hormone/Choriogonadotropin Receptor",,,,,,,,,,,,,,
Lif-Il6st,Lif,Il6st,Ramilowski,Not Expressed,Secreted,Cytokine,971.648.712.707.269,TRUE,PMID: 9568895,Il6st=gp130,,,,,,,,,,,,,,
Lif-Lifr,Lif,Lifr,Ramilowski,Not Expressed,Secreted,Cytokine,"9716487,12601009, 16051226",TRUE,,,,,,,,,,,,,,,,
Lingo1-Omg,Lingo1,Omg,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,"Omg binds to Ngr, Ngr interacts with Lingo1, literature: wikiwand Lingo1; could not find the pubmed entry",,,,,,,,,,02.12,,,,
Lingo1-Rtn4,Lingo1,Rtn4,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Rtn4 is located in the endoplasmatic reticulum ,,,,,,,,,,02.12,,,,
Lpl-Lrp2,Lpl,Lrp2,Ramilowski,Not Expressed,ECM,Other,7686151,TRUE,7686151,Lpl is an enzyme thats located in the ECM,,,gp330=Lrp2,,,,,,,02.12,,,,
Liph-Lpar1,Liph,Lpar1,Ramilowski,Not Expressed,Secreted,Other,10908309,FALSE,,"I havent read anything about a direct interaction, but Liph catalyzes LPA and LPA binds to Lpar1",,,,,,,,,,,,,,
Liph-Lpar2,Liph,Lpar2,Ramilowski,Not Expressed,Secreted,Other,9525886,TRUE,PMID: 28821810,Look at the results,,,,,,,,,,,,,,
Liph-Lpar4,Liph,Lpar4,Ramilowski,Not Expressed,Secreted,Other,12724320,FALSE,,"I havent read anything about a direct interaction, but Liph catalyzes LPA and LPA binds to Lpar4",,,,,,,,,,,,,,
Lrp2-Cubn,Lrp2,Cubn,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,"They interact, but are located on the same cell",,,,,,,,,,02.12,,,,
Lrp2-Lrpap1,Lrp2,Lrpap1,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,PMID: 17656581,Lrpap1 is a chaperone thats located in the rER,,,,,,,,,,02.12,,,,
Lrp4-Agrn,Lrp4,Agrn,Ramilowski,Not Expressed,Secreted,Other,NA,TRUE,PMID: 23986861,,,,,,,,,,,02.12,,,,
Lrpap1-Lrp2,Lrpap1,Lrp2,Ramilowski,Not Expressed,Membrane,Other,7512726,FALSE,PMID: 17656581,Lrpap1 is a chaperone thats located in the rER,,,,,,,,,,02.12,,,,
Madcam1-Cd44,Madcam1,Cd44,Ramilowski,Not Expressed,Membrane,Other,2474557,FALSE,,,,,,,,,,,,02.12,,,,
Lta-Ltbr,Lta,Ltbr,Ramilowski,Not Expressed,Secreted,Cytokine,8171323,TRUE,,,,,,,,,,,,,,,,
Lta-Tnfrsf14,Lta,Tnfrsf14,Ramilowski,Not Expressed,Secreted,Cytokine,",9153189, 9462508",,,,,,,,,,,,,,,,,
Lta-Tnfrsf1a,Lta,Tnfrsf1a,Ramilowski,Not Expressed,Secreted,Cytokine,",8387891",,,,,,,,,,,,,,,,,
Lta-Tnfrsf1b,Lta,Tnfrsf1b,Ramilowski,Not Expressed,Secreted,Cytokine,",9552007, 8123048, 2160731",,,,,,,,,,,,,,,,,
Ltf-Lrp11,Ltf,Lrp11,Ramilowski,Not Expressed,Secreted,Other,1464627,,,,,,,,,,,,,,,,,
Mmp12-Plaur,Mmp12,Plaur,Ramilowski,Not Expressed,ECM,Other,12195704,FALSE,12195704,Mmp12 is a Metalloprotease-> cleaves PLaur,,,,Plaur = Urokinase-receptor,,,,,,02.12,,,,
Mbl2-Calcr,Mbl2,Calcr,Ramilowski,Not Expressed,Secreted,Other,11560994,,,,,,,,,,,,,,,,,
Mbl2-Cd93,Mbl2,Cd93,Ramilowski,Not Expressed,Secreted,Other,9476117,,,,,,,,,,,,,,,,,
Mdk-Alk,Mdk,Alk,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.212.200.912.122.000,,,,,,,,,,,,,,,,,
Mdk-Lrp2,Mdk,Lrp2,Ramilowski,Not Expressed,Secreted,GrowthFactor,10772929,,,,,,,,,,,,,,,,,
Mdk-Tspan1,Mdk,Tspan1,Ramilowski,Not Expressed,Secreted,GrowthFactor,18851943,,,,,,,,,,,,,,,,,
Mepe-Phex,Mepe,Phex,Ramilowski,Not Expressed,Other,Other,NA,,,,,,,,,,,,,,,,,
Mia-Cdh7,Mia,Cdh7,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,,,,,,,,,,,,,,,,,
Mmp1a-Cd44,Mmp1a,Cd44,Ramilowski,Not Expressed,ECM,Other,11381077,FALSE,11381077,mp1 cleaves Cd44,,,,,,,,,,02.12,,,,
Mmp7-Cd151,Mmp7,Cd151,Ramilowski,Not Expressed,ECM,Other,16200075,TRUE,PMID: 16200075,"proMmp7 intercats with Cd151, CD151 activates pro Mmp7",,,,,,,,,,02.12,,,,
Mmp7-Cd44,Mmp7,Cd44,Ramilowski,Not Expressed,ECM,Other,11825873,TRUE,PMID: 11825873,"assembly of Cd44, MMP-7 with heparin-binding epidermal growth factor precursor and ErbB4",,,,,,,,,,02.12,,,,
Mmp7-Erbb4,Mmp7,Erbb4,Ramilowski,Not Expressed,ECM,Other,NA,TRUE,PMID: 11825873,"assembly of Cd44, MMP-7 with heparin-binding epidermal growth factor precursor and ErbB4",,,,,,,,,,02.12,,,,
Mmp9-Ephb2,Mmp9,Ephb2,Ramilowski,Not Expressed,ECM,Other,18713744,FALSE,PMID: 18713744,Mmp9 cleaves Ephb2,,,,,,,,,,02.12,,,,
Mtnr1a-Gnai2,Mtnr1a,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Gnai2 is a G-proteine,,,,,,,,,,02.12,,,,
Mst1-Mst1r,Mst1,Mst1r,Ramilowski,Not Expressed,Secreted,Other,"8062829,,9045873",,,,,,,,,,,,,,,,,
Mstn-Acvr2b,Mstn,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,11459935,,,,,,,,,,,,,,,,,
Mtnr1b-Gnai2,Mtnr1b,Gnai2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Gnai2 is a G-proteine,,,,,,,,,,02.12,,,,
Myoc-Fzd10,Myoc,Fzd10,Ramilowski,Not Expressed,ECM,Other,19188438,TRUE,PMID: 19188438,"Look at the full paper, the singel Fzds are mentioned",,,,,,,,,,02.12,,,,
Muc2-Agr2,Muc2,Agr2,Ramilowski,Not Expressed,Other,Other,NA,,,,,,,,,,,,,,,,,
Myoc-Fzd3,Myoc,Fzd3,Ramilowski,Not Expressed,ECM,Other,19188438,TRUE,PMID: 19188438,"Look at the full paper, the singel Fzds are mentioned",,,,,,,,,,02.12,,,,
Ncam1-Robo1,Ncam1,Robo1,Ramilowski,Not Expressed,Membrane,Other,16226035,FALSE,16226035,"Look at the full paper, Robo3 can bind Ncam1 but not Robo1",,,,,,,,,,06.12,,,,
Ndp-Fzd4,Ndp,Fzd4,Ramilowski,Not Expressed,ECM,Cytokine,15035989,FALSE,,Fzd4 is a G-proteine,,,,,,,,,,06.12,,,,
Ndp-Lgr4,Ndp,Lgr4,Ramilowski,Not Expressed,ECM,Cytokine,23444378,FALSE,,Lgr4 is a G-proteine,,,,,,,,,,06.12,,,,
Nlgn1-Nrxn1,Nlgn1,Nrxn1,Ramilowski,Not Expressed,Membrane,Other,"8576240,8576240, 14522992",TRUE,PMID: 16337696,"Look at full text, Nrxn gene encodes and an aplha- and a beta-neurexin, Nlgn1 can bind isoforms of all 3 beta-neurexins",,,,,,,,if those neurexins have a lack of insert in splice site 4,,,,,,
Ngf-Ngfr,Ngf,Ngfr,Ramilowski,Not Expressed,Secreted,GrowthFactor,"11114882,,14985763",,,,,,,,,,,,,,,,,
Ngf-Ntrk1,Ngf,Ntrk1,Ramilowski,Not Expressed,Secreted,GrowthFactor,"10490030,10490030, 14985763",,,,,,,,,,,,,,,,,
Ngf-Sorcs3,Ngf,Sorcs3,Ramilowski,Not Expressed,Secreted,GrowthFactor,15710408,,,,,,,,,,,,,,,,,
Nlgn1-Nrxn2,Nlgn1,Nrxn2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 16337696,"Look at full text, Nrxn gene encodes and an aplha- and a beta-neurexin, Nlgn1 can bind isoforms of all 3 beta-neurexins",,,,,,,,if those neurexins have a lack of insert in splice site 4,,,,,,
Nlgn1-Nrxn3,Nlgn1,Nrxn3,Ramilowski,Not Expressed,Membrane,Other,8576240,TRUE,PMID: 16337696,"Look at full text, Nrxn gene encodes and an aplha- and a beta-neurexin, Nlgn1 can bind isoforms of all 3 beta-neurexins",,,,,,,,if those neurexins have a lack of insert in splice site 4,,,,,,
Nlgn2-Nrxn1,Nlgn2,Nrxn1,Ramilowski,Not Expressed,Membrane,Other,85.762.408.576.240,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nlgn2-Nrxn2,Nlgn2,Nrxn2,Ramilowski,Not Expressed,Membrane,Other,8576240,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nlgn2-Nrxn3,Nlgn2,Nrxn3,Ramilowski,Not Expressed,Membrane,Other,8576240,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nlgn3-Nrxn1,Nlgn3,Nrxn1,Ramilowski,Not Expressed,Membrane,Other,"8576240,8576240, 9325340",TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nlgn3-Nrxn2,Nlgn3,Nrxn2,Ramilowski,Not Expressed,Membrane,Other,85.762.408.576.240,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Nlgn3-Nrxn3,Nlgn3,Nrxn3,Ramilowski,Not Expressed,Membrane,Other,85.762.408.576.240,TRUE,PMID: 8576240,"Look at full text, different Nlgn and Nrxn subtypes are results of alternative splicing; only the nrxn alternative splicing has an impact on their interaction, nrxn subtypes can bind if they lack of insert in splice site 4 ",,,,,,,,,,,,,,
Notch1-Dlk2,Notch1,Dlk2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 30446682,"Dlk2 is a ligand of Notch1, not 100% sure if its a receptor",,,,,,,,,,06.12,,,,
Nmb-Brs3,Nmb,Brs3,Ramilowski,Not Expressed,Secreted,Other,NA,,,,,,,,,,,,,,,,,
Nmb-Grpr,Nmb,Grpr,Ramilowski,Not Expressed,Secreted,Other,"1720612,10454496, 7838118, 21729729, 19463875",,,,,,,,,,,,,,,,,
Nmb-Nmbr,Nmb,Nmbr,Ramilowski,Not Expressed,Secreted,Other,"15169928,10454496, 7838118,10544247, 8253343, 8392057",,,,,,,,,,,,,,,,,
Nms-Nmur1,Nms,Nmur1,Ramilowski,Not Expressed,Secreted,Other,156.354.491.563.544.000.000.000,,,,,,,,,,,,,,,,,
Nms-Nmur2,Nms,Nmur2,Ramilowski,Not Expressed,Secreted,Other,1.563.544.915.635.440,,,,,,,,,,,,,,,,,
Nmu-Nmur1,Nmu,Nmur1,Ramilowski,Not Expressed,Secreted,Other,"10894543,15292653, 10894543, 10899166, 15331768,10811630",,,,,,,,,,,,,,,,,
Nmu-Nmur2,Nmu,Nmur2,Ramilowski,Not Expressed,Secreted,Other,"10894543,15292653, 10894543, 10899166, 15331768,10894543, 10899166, 10887190",,,,,,,,,,,,,,,,,
Nodal-Acvr1b,Nodal,Acvr1b,Ramilowski,Not Expressed,Secreted,Cytokine,11952836,,,,,,,,,,,,,,,,,
Nodal-Acvr1c,Nodal,Acvr1c,Ramilowski,Not Expressed,Secreted,Cytokine,12606401,,,,,,,,,,,,,,,,,
Nodal-Acvr2a,Nodal,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,11952836,,,,,,,,,,,,,,,,,
Nodal-Acvr2b,Nodal,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,11952836,,,,,,,,,,,,,,,,,
Notch1-Jag2,Notch1,Jag2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 17611219,"Look at figure 1, full text",,,,,,,,,,06.12,,,,
Notch2-Jag2,Notch2,Jag2,Ramilowski,Not Expressed,Membrane,Other,NA,TRUE,PMID: 17611219,"Look at figure 1, full text",,,,,,,,,,06.12,,,,
